	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000000001	18475	16401	18433	14135	18203	17003	19951	13746	20042
ENSMUSG00000000003	0	0	0	0	0	0	0	0	0
ENSMUSG00000000028	3407	3115	3354	2085	3031	2677	3026	1884	2988
ENSMUSG00000000031	9	4	4	1	1	2	5	4	8
ENSMUSG00000000037	319	308	369	200	274	262.001	279	214	283
ENSMUSG00000000049	7	1	4	3	3	3	2	4	3
ENSMUSG00000000056	4918	4314	4838	2806	4110	3769	4129	2946	4094
ENSMUSG00000000058	3300	2847	3672	2653	3430	3120	4438	2826.001	4375
ENSMUSG00000000078	5568	4881	5491.001	4537	5847	5435	6946	4706	6821.001
ENSMUSG00000000085	1469.999	1348.001	1463.999	993.998	1373.001	1282.001	1431.999	984	1476.999
ENSMUSG00000000088	4953.999	4757	5359	3898	5394.001	5196	5303	3588	5137
ENSMUSG00000000093	209	201	208	221	297	301	368	268	397
ENSMUSG00000000094	0	2	0	0	0	0	0	0	0
ENSMUSG00000000103	0	0	0	0	0	0	0	0	0
ENSMUSG00000000120	0	0	0	0	2	0	0	2	6
ENSMUSG00000000125	0	0	0	0	0	2	1	0	5
ENSMUSG00000000126	425	390	422	192	239	219	225	120	221
ENSMUSG00000000127	1417.001	1264	1436	1294	1680	1678	1683	1112	1659
ENSMUSG00000000131	2048.999	1994	2090.001	1789.999	2503	2184.999	2509.001	1582.001	2395
ENSMUSG00000000134	2404	2152	2252	1804.001	2427.999	2310	2410	1597.999	2354
ENSMUSG00000000142	16	12	12	6	16	12	16	16	13
ENSMUSG00000000148	422	392	423.999	427	590	500.999	601	447.999	562.999
ENSMUSG00000000149	1992	1848	1905	1785	2360	2138	2381	1546	2270
ENSMUSG00000000154	7	4	7	4	6	2	1	10	2
ENSMUSG00000000157	0	0	0	0	0	0	0	0	0
ENSMUSG00000000159	0	0	0	0	0	0	0	0	0
ENSMUSG00000000167	7	3	4	21.001	18	7	14.001	4	16
ENSMUSG00000000168	5340	4546	5178	3425.001	4440	4031	4486	2950	4424.999
ENSMUSG00000000171	6422	5419	6102	3866	5441	5021	5426	3518	5506
ENSMUSG00000000182	217	178	208	95	161	132	213	140	189
ENSMUSG00000000183	0	0	0	0	0	0	0	2	0
ENSMUSG00000000184	1154	1034.999	1159.001	2093.999	2732	2639	3112	2024.001	3006
ENSMUSG00000000194	1767	1616.999	1830.999	1305	1856.999	1576.001	1937	1257.999	1907
ENSMUSG00000000197	1	0	1	0	0	0	1	0	0
ENSMUSG00000000202	5	4	10	4	12	11	11	14	12
ENSMUSG00000000204	0	0	0	0	0	0	0	0	0
ENSMUSG00000000214	0	0	0	0	0	1	0	0	0
ENSMUSG00000000215	0	0	0	0	0	0	0	0	0
ENSMUSG00000000216	0	0	2	0	1	0	1	0	0
ENSMUSG00000000223	38	24	33	45	37	41	67	70	64
ENSMUSG00000000244	1	2	1	4	4	1	9	2	1
ENSMUSG00000000247	3	3	6	6	4	5	6	6	7
ENSMUSG00000000248	1	1	0	1	1	0	2	0	3
ENSMUSG00000000253	996	978	1058	771	1012	988	1205	770	1265
ENSMUSG00000000263	10	11	12	21	30	33	37	18	40
ENSMUSG00000000266	416	351	411	364	447	374	580	296	568
ENSMUSG00000000275	0	0	0	0	0	2	0	0	0
ENSMUSG00000000276	731	653	725	650	907.999	792	1065	732	1073
ENSMUSG00000000278	21801	19101	22081	13238	18286	17564	17848	12110	17796
ENSMUSG00000000282	1463	1304	1362	1000	1329	1203	1059	754	1092
ENSMUSG00000000290	31	34	43	32	41	31	59	42	62
ENSMUSG00000000295	1187	1027	1141	819.001	1151	1076	1091	802	1129.001
ENSMUSG00000000296	1472	1442	1450	829	1108	1000	1047.999	664	1009
ENSMUSG00000000301	164	142	188	121	137	153	149.001	108	147.999
ENSMUSG00000000303	0	3	3	1	1	4	2	2	8
ENSMUSG00000000305	0	0	0	0	0	0	0	0	0
ENSMUSG00000000308	12	6	8	0	5	2	6	0	6
ENSMUSG00000000317	132	102	106	89	128	119	133	82	95
ENSMUSG00000000318	1	0	0	0	0	0	2	0	1
ENSMUSG00000000320	13	11	10	10	9	6	10	6	13
ENSMUSG00000000326	3875	3515	4027.001	3040	4225.999	3912	4421	2994	4399
ENSMUSG00000000339	3066.001	2811.001	3155.999	2242	3062.001	2713	2909.001	1876	2973
ENSMUSG00000000340	814.001	718	838	725	860	827	934	736.001	952
ENSMUSG00000000346	7736.999	6685	7557	5995	8007.001	7423	8240.97	5738	8337.972
ENSMUSG00000000355	699	599	744	518	621.001	656.999	686.999	452	776.001
ENSMUSG00000000359	0	0	0	0	0	0	0	0	0
ENSMUSG00000000365	0	0	0	0	0	0	0	0	0
ENSMUSG00000000374	1882.001	1653	1839	1420.001	2012	1945.999	2053	1442	2084.001
ENSMUSG00000000378	1467.001	1304	1500.999	1368	1974	1900.999	2212	1414	2281
ENSMUSG00000000381	0	0	0	0	0	0	0	0	0
ENSMUSG00000000384	1002	894	1024.999	1000.999	1338.001	1211	1232.001	856.001	1253.999
ENSMUSG00000000385	0	2	0	1	0	3	3	4	0
ENSMUSG00000000386	0	0	0	2	0	0	1	2	1
ENSMUSG00000000392	1	0	0	0	0	1	0	0	0
ENSMUSG00000000394	0	0	0	0	0	0	0	0	0
ENSMUSG00000000399	4174	3599	4205	2672	3621	3328	3573	2268	3477
ENSMUSG00000000402	0	0	0	0	0	0	0	0	0
ENSMUSG00000000409	11	14.001	20.001	15	5	3	6	16	15
ENSMUSG00000000411	0	0	0	0	0	0	0	0	0
ENSMUSG00000000416	0	0	0	0	0	0	0	0	0
ENSMUSG00000000420	4234	3611	4221	3485.001	4786	4396.999	5315	3510	5202.001
ENSMUSG00000000435	0	0	0	0	0	0	0	0	0
ENSMUSG00000000439	3409	3033	3396	1670	2227	2045	1967	1418	2082
ENSMUSG00000000440	520	461	479	351	456	436	503	360	485
ENSMUSG00000000441	2332	2075	2327.001	1862	2473.001	2337.001	2556	1710	2632
ENSMUSG00000000486	16	13	12	7	8	11	10	14	9
ENSMUSG00000000489	332	341	392	290	408	355	624	476	628
ENSMUSG00000000530	34	35	46	31	39	38	46	32	45
ENSMUSG00000000531	1297	1226	1254	700	911	886	746	470	719
ENSMUSG00000000532	797	727	844	548	754	698	817	544	887
ENSMUSG00000000538	870.001	789.999	875.001	1070	1485.001	1400.999	1784	1310	1912
ENSMUSG00000000544	3	0	5	0	2	10	6	10	6
ENSMUSG00000000552	2248	2331	2545	1815	2336	2203	2674	1822	2606
ENSMUSG00000000555	9521	8386	9431	6219.999	8495.001	7903.999	9890	6740.001	10068
ENSMUSG00000000560	0	0	0	0	0	0	0	0	0
ENSMUSG00000000561	1500.15	1313.176	1539	1712	2358.425	2360.304	2223	1512.142	2290.998
ENSMUSG00000000562	0	0	0	0	2	0	0	0	0
ENSMUSG00000000563	12880.996	11460.876	13305.996	8782.695	12568.174	11510.056	12250.928	8393.969	12218.64
ENSMUSG00000000567	565	555	596	1029	1249	1162	1393	930	1452
ENSMUSG00000000568	4515	4173.999	4351	8370.999	11101.999	10878.999	11741.999	7869.998	11675.999
ENSMUSG00000000579	426.677	332.174	442.429	288.78	440.238	326.327	470.716	311.943	457.77
ENSMUSG00000000581	2155	1880	2474	1822	2293	2033	2307.999	1560	2348
ENSMUSG00000000594	1828	1679	1792	1152	1491	1412	1587	1136	1751
ENSMUSG00000000600	551	479.001	566.001	479.001	696.999	636	988.999	651.998	998.001
ENSMUSG00000000605	665	537	595.999	787	1085	997	1076	779.999	1051.999
ENSMUSG00000000606	0	0	0	0	0	0	0	0	0
ENSMUSG00000000617	0	0	0	0	0	0	0	0	0
ENSMUSG00000000627	2	3	0	1	0	0	5	0	4
ENSMUSG00000000628	2936	2654	2805	3418	4474	4415.001	5692	3900	5699
ENSMUSG00000000631	3693	3384	3368	3244.001	4264.999	4093.999	4418	3078	4545.998
ENSMUSG00000000632	2	3	1	0	3	3	3	2	1
ENSMUSG00000000673	6	2	3	0	2	0	1	0	1
ENSMUSG00000000682	1	0	0	1	2	0	1	0	1
ENSMUSG00000000686	66	57	56	70	124	111	161	96	129
ENSMUSG00000000690	2	0	0	0	0	1	1	2	0
ENSMUSG00000000693	1952	1690	2000	1321	1811	1607	1821.999	1241.999	1862
ENSMUSG00000000701	0	0	0	0	0	0	0	0	0
ENSMUSG00000000706	65	64	85	44	63	47	64	70	64
ENSMUSG00000000708	759	732	797	866	1184	1163	1273	914	1368
ENSMUSG00000000711	4642.892	4288.595	4772.808	3275.887	4311.752	4039.611	4407.958	3077.906	4451.871
ENSMUSG00000000724	0	0	0	0	0	0	0	0	0
ENSMUSG00000000730	102	76.999	108.001	86.999	158	144	136	136	146
ENSMUSG00000000731	7	10	5	6	12	8	15.999	16	20.999
ENSMUSG00000000732	1276	1184	1301	829.001	1252	1140	1515	1000	1444
ENSMUSG00000000738	4514	3938.001	4271.997	3291	4332	3939	4751	2914	4588.001
ENSMUSG00000000739	11	12	15	9	19	9	26	8	20
ENSMUSG00000000740	86442.62	78057.985	88129.362	53512.215	73480.291	67421.808	71242.85	49568.908	72687.49
ENSMUSG00000000743	4726.001	4247	4860.994	3396	4846	4473.988	5348	3537.989	5269
ENSMUSG00000000751	36192	32353.999	36385	23706	31777	29621	32047	21581.999	31925
ENSMUSG00000000753	7861	7200	8373	7137	9895	9219.001	8496	5780	8872
ENSMUSG00000000759	3274	2918.001	3284	2550.001	3559.999	3365	3686	2559.999	3592
ENSMUSG00000000766	0	0	0	0	0	0	0	0	0
ENSMUSG00000000776	713	610	789	451	649.999	617	599	400	568
ENSMUSG00000000782	487	462	455	340	488	439	520	336	516
ENSMUSG00000000787	8645.918	7527.999	8481	10045.001	13613.491	12321.7	13393.001	9064	13562
ENSMUSG00000000791	29	23	20	24	37	45	61	36	55
ENSMUSG00000000792	1	0	1	0	1	3	2	2	4
ENSMUSG00000000794	167	145	122	219	294	278	416	230	403
ENSMUSG00000000804	2584	2207	2574	1913	2611	2460	2936	1852	2801
ENSMUSG00000000805	0	0	0	0	0	0	0	0	0
ENSMUSG00000000811	593	501	550	775	1016	1005	1071	650	1089
ENSMUSG00000000817	0	0	3	0	0	0	0	0	0
ENSMUSG00000000823	458.999	377	439.001	381.999	603	515	627.999	388	680
ENSMUSG00000000826	2635.999	2416.001	2638.001	2375.001	3245.001	2925.001	2911	2080	2924
ENSMUSG00000000827	2281.999	2011.002	2243.001	1657.999	2267.001	2006	2219	1485.999	2289
ENSMUSG00000000838	5251	4501	5570.001	4719.001	5791	5513.999	5949	3930	5948.031
ENSMUSG00000000861	0	0	0	0	0	0	0	0	0
ENSMUSG00000000869	0	0	0	0	0	0	0	0	0
ENSMUSG00000000876	956	893	1087	659	933	815	911	588	925
ENSMUSG00000000881	1751	1605	1770.999	1306	1829	1641	1854.999	1260	1799
ENSMUSG00000000884	548.493	488	516.88	361.384	480.929	441.539	483.676	292	483.87
ENSMUSG00000000889	0	0	0	0	1	0	0	0	0
ENSMUSG00000000901	2051	1769.001	2005.999	1370	1923	1728	1844.999	1146	1797
ENSMUSG00000000902	2561.001	2159	2483	2024	2766	2621	2950	1936	2909
ENSMUSG00000000903	0	0	0	0	0	0	0	0	0
ENSMUSG00000000915	2029	1742	1964	1260	1846	1642	1841	1185.999	2015.999
ENSMUSG00000000916	487	461.001	508.001	382	567.999	537	490	357.999	537
ENSMUSG00000000934	717	655	675	503	694	674	676	506	668
ENSMUSG00000000938	718.999	619.001	674	465	593	552	586	366	616
ENSMUSG00000000942	221	209	275	138	184	193	176	100	187
ENSMUSG00000000948	17.055	28	32.074	34	26	32.1	50.212	36	37.206
ENSMUSG00000000957	3580.999	3134.001	3514	3515	4576	4312	4640	3056	4713.999
ENSMUSG00000000958	3	5	5	8	14	8	12	8	13
ENSMUSG00000000959	2923.001	2774	3072.999	1775	2387	2264	2186	1398.001	2198
ENSMUSG00000000976	1711	1559	1666	1192.001	1759.001	1561	1748.001	1236	1746.001
ENSMUSG00000000982	20	16	28	13	25	21	30	28	49
ENSMUSG00000000983	5	5	3	5	2	3	2	2	7
ENSMUSG00000001014	17	8	13	9	12	16	18	6	8
ENSMUSG00000001016	7657	6891	7709.001	5452	7410	6852	7634	5202	7814
ENSMUSG00000001017	4848	4628.999	4849	4535.998	6216.993	6033	6809.001	4340.001	7051
ENSMUSG00000001018	2744.999	2420.001	2782	1897	2681.001	2596	2842.999	2028.001	2991
ENSMUSG00000001020	23671.667	21037.631	24157.625	21007	28277.608	26249.68	31491.289	20942	32160.247
ENSMUSG00000001021	112	121	123.988	113	156	174	164.859	102	184
ENSMUSG00000001023	0	0	0	0	0	0	0	0	0
ENSMUSG00000001025	54593	47753	55787	46971	64735.999	64993.999	69082	45934	68871
ENSMUSG00000001027	3	2	1	0	0	0	2	0	4
ENSMUSG00000001029	0	0	0	0	0	0	0	0	0
ENSMUSG00000001034	1095.001	1058.001	1220	919.001	1284.999	1107	1212	825.998	1200
ENSMUSG00000001036	3573.001	3058	3651.001	2333	2966	2931.999	3228.001	2126.001	3162.001
ENSMUSG00000001039	376	368.001	420	267	411	434	430	289.999	439.999
ENSMUSG00000001052	2916	2523	2781.001	2147.002	2942.001	2699	2849.001	1904.001	2870
ENSMUSG00000001053	524	464	534.001	326	396	369	360	226	400
ENSMUSG00000001054	875	812	940	682	843	888	889	616	915
ENSMUSG00000001056	1906	1781	2053	1912	2687	2515	2414	1570	2332
ENSMUSG00000001062	1217	1071.001	1180.001	632.999	892.001	801	747	524	709
ENSMUSG00000001065	391.001	329	390	246	355	338	406	244	380.999
ENSMUSG00000001076	47	47	49	40	46	45	46	14	39
ENSMUSG00000001082	1463	1355.001	1574	1222.999	1681	1545	1523.999	1161.999	1497.002
ENSMUSG00000001089	2311	2058	2184	1908	2499	2442.001	2879.001	2034	2968
ENSMUSG00000001095	0	0	0	0	0	0	0	0	0
ENSMUSG00000001098	12010	10582	11855	8433	11543.999	10710.999	11778	8090	11705
ENSMUSG00000001100	5622	5379.001	5863	4352	6108	5443	6277.001	3965.999	6158
ENSMUSG00000001103	5	4	5	5	7	9	5	2	3
ENSMUSG00000001105	1081.001	933	1077	1044.001	1456.001	1314	1585.999	994	1442
ENSMUSG00000001119	32560	29795	32409	23801	31304	29250	30016	20024	29747
ENSMUSG00000001120	731	705	753.001	620	809.001	843	912	668	906
ENSMUSG00000001123	2810	2503	2922	2323.999	3246.999	2919	3442	2270	3540.999
ENSMUSG00000001127	3049	2627.999	2978	1882.999	2594	2502.999	2648.001	1862	2644.001
ENSMUSG00000001128	10	12	9	12	25	16	21	14	28
ENSMUSG00000001131	7560	7378	8323	5518	7615	7300	7936	5212	8028
ENSMUSG00000001134	408.002	384	442	355	507	457	494	336.001	465
ENSMUSG00000001138	833	689	759	660	857	782	945.001	616	997
ENSMUSG00000001143	1421	1306	1410	1031.999	1441.001	1265	1427.999	976.001	1365
ENSMUSG00000001150	1371	1265	1294	1361	1918	1863	2053	1532	2059
ENSMUSG00000001151	1095	1052	1080	957.999	1217	1187.999	1488	1042.001	1422
ENSMUSG00000001155	0	0	0	0	0	0	0	0	0
ENSMUSG00000001156	1074	943.999	1091	470.999	685.001	579	568	348	594
ENSMUSG00000001157	1798	1633	1710	1575	2123	2039	2477	1506	2296
ENSMUSG00000001158	2637	2466	2904	1878	2376	2297	2339	1586	2333
ENSMUSG00000001166	83	79	95	79	95	112	151	84	140
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	2266	2064	2178	1534	1890	1832	2094.001	1506	2046
ENSMUSG00000001175	8385	7608	8314	10744	14620	13903	15946.001	10804	15818
ENSMUSG00000001211	3220	2888.001	3191	2166.999	3001	2761.999	2810.001	1956	2858.001
ENSMUSG00000001225	0	0	0	0	0	0	0	0	0
ENSMUSG00000001227	74	79	95	193	248	273	286	166	289
ENSMUSG00000001228	7234	6521	6764.001	6220.269	8196	7857	8467	5462	8447
ENSMUSG00000001229	1853	1639.999	1752	1444	1911	1825.001	1748.001	1181.999	1821
ENSMUSG00000001240	33	23	42.836	24	41.554	30	28	36	38.637
ENSMUSG00000001247	1	0	0	0	1	1	0	2	2
ENSMUSG00000001248	2680	2412.999	2737.001	1369	1835	1540.999	1594.001	1126.001	1591
ENSMUSG00000001249	2	2	0	0	1	3	0	0	1
ENSMUSG00000001260	0	0	0	0	0	0	0	0	0
ENSMUSG00000001270	0	0	0	0	0	0	1	0	0
ENSMUSG00000001280	8705	7592	8328	4833	6562	5967.999	5438	3818	5593
ENSMUSG00000001281	282	279	304	213	244	248	278	144	255
ENSMUSG00000001285	1229.33	1121.92	1335.821	1455.339	2136.273	2047.837	2234.438	1522.412	2191.248
ENSMUSG00000001288	4996	4602	4992.999	3301.001	4526	4120	4078.999	2600	4153.001
ENSMUSG00000001289	10358.669	9172.08	10436.18	6553.661	8511.728	8289.164	8896.562	6101.589	8940.754
ENSMUSG00000001300	1031	916	1014	1142	1529	1455	1851	1246	1885
ENSMUSG00000001305	772	678	780	766	1026	987	1023	640	1066
ENSMUSG00000001313	1491	1374	1556	970	1393.001	1276.001	1429	948	1398.999
ENSMUSG00000001323	526	491	575	434.999	603.999	561	671	478	650.001
ENSMUSG00000001333	295	216	279	190	275	289	356	228	365
ENSMUSG00000001334	5	4	7	3	3	0	7	4	5
ENSMUSG00000001348	4	2	5	1	2	3	1	0	2
ENSMUSG00000001349	42	51	49.999	29	55	38	68	34	62.001
ENSMUSG00000001366	156	176.001	169.001	326.999	446	432	435.999	274	399
ENSMUSG00000001376	754	666.999	687	612.001	819.999	780.999	819	564	848
ENSMUSG00000001380	3569	2952	3565	2907	3954	3833	3778	2316	3779
ENSMUSG00000001383	2553	2435	2642	2417	3184	3014	3172	2112	3222
ENSMUSG00000001403	6117	5830	6679	4205	5649	5152	5724	3744	5730
ENSMUSG00000001415	4979	4563	5030.998	3098	4150	3995.999	3416	2430	3432.999
ENSMUSG00000001416	11202	9828.001	10999	11903	16533.001	15280.999	16630	11094	15960
ENSMUSG00000001418	3871.998	3636	3923.998	2852	3615.999	3445	3560.999	2356	3601.001
ENSMUSG00000001419	3873.001	3504	3889	2500	3568	3392	3441	2431.999	3414
ENSMUSG00000001420	18	17	12	33	36	36	44	26	43
ENSMUSG00000001424	6883	6139.001	6577	5372	7346	7198.001	6520	4360.001	6714
ENSMUSG00000001435	1314	1121	1333.999	1426	1864.001	1749.001	2106	1264	2060.999
ENSMUSG00000001436	1325	1223	1405	932.001	1299	1220	1227	798	1181.001
ENSMUSG00000001440	39598	35243.999	38233.999	26959	36357	33723	31365	21340	31525.999
ENSMUSG00000001441	9840.999	8176.999	9280.999	6341	8699.999	8269	8812	6108	8800.001
ENSMUSG00000001444	3	0	0	0	3	3	2	0	1
ENSMUSG00000001445	4237	3719	4173	3334	4656	4368	5040	3186	4985
ENSMUSG00000001467	10866	9322	10258	7555	10010	9365	9054.001	6162	8797
ENSMUSG00000001472	17979.999	15846	17755	12728	16960.999	15861	17349.999	11584	17401
ENSMUSG00000001473	12060	10890	12134	11053	14988	14170	17242	11326	17280
ENSMUSG00000001482	3008.001	2801.001	3026.001	2177	3056	2753.001	2833.999	1812.001	2696
ENSMUSG00000001493	35	32	26	21	40	40	61	50	46
ENSMUSG00000001494	0	0	1	0	0	0	0	0	0
ENSMUSG00000001496	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497	99	129	112	63	74	70	53	52	68
ENSMUSG00000001504	820	700.999	798	399	521	460	446	294	412
ENSMUSG00000001506	79228	72888	76570	70996	98311	93624	102046	69554	102829
ENSMUSG00000001507	8022	7456	8169	6667	8980	8304.001	9254	6428	9581.999
ENSMUSG00000001508	190	175.001	218	108	150	122	159	92	154
ENSMUSG00000001510	2	0	0	0	0	1	1	0	1
ENSMUSG00000001517	3674	3301.001	3725.001	2824.001	3784.001	3583.999	4406	2859.999	4347
ENSMUSG00000001518	988.999	940.001	953.001	532.001	740.001	720	605	360	573
ENSMUSG00000001520	3	1	0	0	0	0	2	4	1
ENSMUSG00000001521	3182	3016	3117	2031	2774	2501	2726	1880	2845
ENSMUSG00000001524	1361	1311.999	1371	971	1259	1137.001	1165.999	910.001	1282.001
ENSMUSG00000001525	92337	82716.999	93689	67412	94595	86742.001	97006	64450	97395
ENSMUSG00000001542	2325	2122	2515	1996	2531	2386	2799.999	1684	2730
ENSMUSG00000001552	1591.999	1437	1611	968	1259.001	1182.999	1298	845.999	1227.001
ENSMUSG00000001555	11406	10141.001	11642.999	7691.001	10964	9777	10017.999	6811.999	9938
ENSMUSG00000001558	13	14	11	21	25	15	27	20	20
ENSMUSG00000001566	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	927	816	876	1098	1444	1257	1479	902	1495
ENSMUSG00000001576	3190.999	2897	3295	3479.999	4676	4382.999	4947.999	3312	5036.999
ENSMUSG00000001583	2	0	0	0	1	2	0	0	0
ENSMUSG00000001588	24	23	17	17	21	19	28	16	38
ENSMUSG00000001604	587	547	600	329	398	406	466	256	418
ENSMUSG00000001622	1	2	0	0	3	3	2	4	2
ENSMUSG00000001627	7015	5933	6780	3407	4543	4272	3745	2507.999	3627.999
ENSMUSG00000001630	893.989	696.847	818.107	795.351	1063.012	927.237	1235.033	840.125	1181.856
ENSMUSG00000001632	1408.001	1175	1369.001	881	1238.999	1098.999	1106	772.001	1049.999
ENSMUSG00000001642	7480.888	6620.749	7601.259	5724.829	7715.814	7467.002	8745.823	6017.838	8560.77
ENSMUSG00000001655	166	145	148	116	150	160	250	190	208
ENSMUSG00000001656	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	4	2	2	3	5	2	1	4	3
ENSMUSG00000001663	1314.001	1257	1411.999	833	1158	1080	1190	830	1184.999
ENSMUSG00000001665	1008	860.001	1075.998	728	924.244	875.956	1057.011	738.001	1026.869
ENSMUSG00000001666	1599	1587	1642.637	1028	1381.918	1269.675	1422.941	1016	1453.837
ENSMUSG00000001670	0	0	0	0	0	0	0	0	0
ENSMUSG00000001672	1	1	1	2	2	2	7	2	3
ENSMUSG00000001674	2270.091	1984.748	2159.485	1900.848	2644.265	2370.971	2218.721	1517.731	2477.199
ENSMUSG00000001687	1904	1695	1874	1446	1936	1870	2403	1578	2184.999
ENSMUSG00000001700	733	674	686	389	568.001	508	519	384	495
ENSMUSG00000001707	1413	1274	1464	1092	1561.001	1302	1545	974	1523
ENSMUSG00000001729	6881	6218	7001.001	5699	7995	7796.999	8023	5274	7915
ENSMUSG00000001739	1	0	0	1	5	0	0	6	1
ENSMUSG00000001741	19	17	8	37	46	43	37	28	35
ENSMUSG00000001750	2035.002	1727	1923.001	1380.002	1823.999	1725	2128.999	1560.003	2218.001
ENSMUSG00000001751	2538	2257	2434	1590	2235	2065	2367	1530	2357
ENSMUSG00000001755	1233.999	1100.001	1140	916	1328	1181	1412	920	1407
ENSMUSG00000001761	4053	3570	3935	3655	4906	4517	4789	3334	4679
ENSMUSG00000001763	26	28	41	24	25	24	20	10	12
ENSMUSG00000001767	1525	1339	1493	1354	1696	1649	1809	1160	1773
ENSMUSG00000001768	1247	1093	1243.999	918	1276	1100	1213	820	1197
ENSMUSG00000001773	0	0	0	0	0	0	0	0	0
ENSMUSG00000001774	858	730.999	881.999	979	1362	1238	1578	1002	1631.999
ENSMUSG00000001783	5951	5190	5864	4318	5866	5518	6014	4112	5958
ENSMUSG00000001785	2559	2294	2609	1719	2115	1988	2006.999	1300.001	1998
ENSMUSG00000001786	914	763.001	878	479.999	675	558	531.999	460	595
ENSMUSG00000001794	11998.001	10695.001	11956	8201	11431	10677	11196.001	7243.999	11373
ENSMUSG00000001802	2	4	1	1	3	1	0	4	1
ENSMUSG00000001804	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	2	0	0	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	3	1	3	0	3	2	2	0	8
ENSMUSG00000001829	3817	3641.999	3832	2392	3065	2712.999	2897	2072	3027
ENSMUSG00000001833	11066.001	9421	10931	8932.001	11659	11042.001	11744.001	7912	12236.999
ENSMUSG00000001844	526	501	551	447.999	577	529	528.999	328	555.999
ENSMUSG00000001847	10364	9121	10264	8178	11430	10596	11753	7860	11396
ENSMUSG00000001855	1154.001	1062	1172.001	1007	1259.999	1216.001	1312	934	1362
ENSMUSG00000001864	520	509.001	501	340.999	412.999	440	409.001	276	442.999
ENSMUSG00000001865	1	0	0	0	0	0	0	0	0
ENSMUSG00000001870	3973	3492.001	3670	3188	4564	4308	4177.001	2858	4174
ENSMUSG00000001891	5212	4466	5271	3845	5118	4761	5424	3666	5462.001
ENSMUSG00000001901	0	0	1	0	0	0	0	0	0
ENSMUSG00000001909	1744.001	1584	1737.001	1069	1507	1483.002	1363.999	994.002	1308.001
ENSMUSG00000001910	8297.872	7454.302	7922.446	6523.251	9151.204	8360.982	9163.492	6179.359	9152.963
ENSMUSG00000001911	12687.999	11459	12593	11785	16010.999	15753.999	15234	10252.001	15911
ENSMUSG00000001918	1011	941.001	1016.999	1206	1606.999	1611	1577	1128.001	1613
ENSMUSG00000001924	23235	20243.999	22255	15964	21528.001	20488	20633	13778	20048.999
ENSMUSG00000001930	2	2	6	3	6	3	4	4	7
ENSMUSG00000001942	1211	990	1218	751	968.999	882	1018	587.999	879
ENSMUSG00000001943	1	0	0	0	0	0	0	0	1
ENSMUSG00000001946	2	4	1	0	6	1	2	6	4
ENSMUSG00000001948	40	27	38	30	51	51	55	20	39
ENSMUSG00000001962	3211	2799	3153	2080	2749	2601	2695	1838	2850
ENSMUSG00000001964	4829.77	4390.373	5160.616	3541.879	4812.957	4395.177	4641.737	2973.034	4765.068
ENSMUSG00000001983	390	384	416	397	558	525	644	448	678
ENSMUSG00000001985	0	0	0	0	0	0	0	0	0
ENSMUSG00000001986	1948.999	1797	1979	1380	1931	1644	1867	1266	1805.999
ENSMUSG00000001988	0	0	0	1	3	0	0	0	0
ENSMUSG00000001995	484	437	461	638	850.999	748	870	612	914
ENSMUSG00000001998	622.999	569	592	522.999	683	646	899	566	870
ENSMUSG00000001999	2228	1945.999	2234.001	1462.001	2055	1859	1995	1380	2115
ENSMUSG00000002006	1435	1268	1456	1211	1664	1660	1868	1300	1945
ENSMUSG00000002007	0	0	0	0	0	0	0	0	0
ENSMUSG00000002010	4522	3883	4465.999	2787.001	3635.999	3417.001	3527	2354	3662
ENSMUSG00000002012	0	0	0	0	0	0	0	0	0
ENSMUSG00000002014	3734.001	3628.001	3764	2671.001	3610.999	3392.999	3507.999	2220	3361
ENSMUSG00000002015	7183	6220	7136	5147	7150	6692	7551	4972	7085
ENSMUSG00000002017	1294	1132	1261	1418	1888	1762	2235.001	1388	2092.001
ENSMUSG00000002020	4736.999	4131	4486.999	4057	5596.001	5126	4576	3240	4709.001
ENSMUSG00000002028	1653	1326	1566	1127	1581	1389	1674	1112	1728
ENSMUSG00000002031	2941.998	2631	3065.001	2284	2933	2889.999	3296	2175.998	3250.999
ENSMUSG00000002032	190	169.999	190	108.001	171	137.999	167.999	100	129
ENSMUSG00000002033	0	0	0	0	1	0	0	0	0
ENSMUSG00000002043	1059.999	1003	1140.999	1139.001	1248	1378	1068.999	724.001	1357
ENSMUSG00000002052	7044	6168	6785	5271	6851	6134	6968	4356	6713
ENSMUSG00000002055	5065	4480.001	5039	3590	4786	4254.001	5409	3744	5418.999
ENSMUSG00000002057	1	1	1	7	10	6	11	12	13
ENSMUSG00000002058	3817	3579	3909.001	2175	2963.999	2613.001	2835	1899.999	2870
ENSMUSG00000002059	3728.999	3305	3775	2677	3585.001	3376.001	3418.001	2265.998	3483.999
